"PeakID (cmd=annotatePeaks.pl clp_cd8_H3K4me3.txt mm10 -size -500,500)",Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
clp_H3K4me3_1_peak_1633,chr10,82354047,82355047,+,135,NA,Intergenic,CpG,-113272,NM_001105557,237411,,NM_172789,ENSMUSG00000062931,Zfp938,B230315N10Rik,zinc finger protein 938,protein-coding
clp_H3K4me3_1_peak_12291,chr5,110057489,110058489,+,135,NA,Intergenic,Intergenic,-41980,NM_207279,403178,Mm.297057,NM_207279,ENSMUSG00000064247,Plcxd1,A330045H12Rik|Gm576,"phosphatidylinositol-specific phospholipase C, X domain containing 1",protein-coding
clp_H3K4me3_1_peak_14460,chr7,101301163,101302163,+,135,NA,"intron (NR_152152, intron 1 of 16)","intron (NR_152152, intron 1 of 16)",425,NM_001111111,73683,Mm.275744,NM_001111111,ENSMUSG00000047767,Atg16l2,2410118P20Rik,autophagy related 16-like 2 (S. cerevisiae),protein-coding
clp_H3K4me3_1_peak_767,chr1,163929910,163930910,+,135,NA,"intron (NM_001357426, intron 1 of 13)",CpG,645,NM_001286003,240880,Mm.389213,NM_028776,ENSMUSG00000026584,Scyl3,1200016D23Rik|6030457O16|AW214499|Pace1,SCY1-like 3 (S. cerevisiae),protein-coding
clp_H3K4me3_1_peak_10391,chr3,108839569,108840569,+,135,NA,"intron (NM_011504, intron 1 of 18)",CpG,433,NM_011504,20912,Mm.316894,NM_011504,ENSMUSG00000027882,Stxbp3,Munc-18c|Stxbp3a|Sxtbp3|Unc18-3,syntaxin binding protein 3,protein-coding
clp_H3K4me3_1_peak_11534,chr4,140961364,140962364,+,135,NA,"intron (NM_001355515, intron 1 of 7)","intron (NM_001355515, intron 1 of 7)",593,NM_001355515,67680,Mm.246965,NM_023374,ENSMUSG00000009863,Sdhb,0710008N11Rik,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",protein-coding
clp_H3K4me3_1_peak_6726,chr17,26916804,26917804,+,135,NA,"intron (NM_053173, intron 1 of 10)",CpG,213,NM_053173,16580,Mm.491138,NM_016761,ENSMUSG00000024301,Kifc5b,Hset|KNSL2|Kifc5a,kinesin family member C5B,protein-coding
clp_H3K4me3_1_peak_14736,chr7,127912226,127913226,+,135,NA,promoter-TSS (NM_001360699),promoter-TSS (NM_001360699),209,NM_026370,67773,Mm.425492,NM_026370,ENSMUSG00000030801,Kat8,2010203C02Rik|5830450F21Rik|D7Ertd629e|MOF|MYST-1|Myst1,K(lysine) acetyltransferase 8,protein-coding
clp_H3K4me3_1_peak_6709,chr17,26138779,26139779,+,135,NA,"intron (NM_001159598, intron 1 of 9)","intron (NM_001159598, intron 1 of 9)",593,NM_001159598,12005,Mm.23684,NM_009733,ENSMUSG00000024182,Axin1,AI316800|Axin|Fu|Kb|Ki|fused|kinky|knobbly,axin 1,protein-coding
clp_H3K4me3_1_peak_10728-2,chr4,34550941,34551941,+,134,NA,"intron (NM_001007589, intron 1 of 4)","intron (NM_001007589, intron 1 of 4)",826,NM_001007589,433693,Mm.389532,NM_026019,ENSMUSG00000028291,Akirin2,2700059D21Rik|AA114675|AA522011|AU019887|Akirin-2,akirin 2,protein-coding
clp_H3K4me3_1_peak_2832,chr11,93885889,93886889,+,134,NA,promoter-TSS (NM_001013375),promoter-TSS (NM_001013375),218,NM_001346525,103537,Mm.210334,NM_134012,ENSMUSG00000059474,Mbtd1,AA408199|AI194990|hemp,mbt domain containing 1,protein-coding
clp_H3K4me3_1_peak_4436,chr13,67830551,67831551,+,134,NA,promoter-TSS (NM_001309374),promoter-TSS (NM_001309374),-55,NM_001309374,102637366,Mm.121460,NM_001015506,ENSMUSG00000058246,Gm10037,EG328280|Rslcan24,predicted gene 10037,protein-coding
clp_H3K4me3_1_peak_13772,chr7,12977235,12978235,+,134,NA,promoter-TSS (NM_001168562),promoter-TSS (NM_001168562),-113,NM_001168562,269870,Mm.62083,NM_175558,ENSMUSG00000033961,Zfp446,A630035I11Rik|A930031C22|AA120513|AV306632,zinc finger protein 446,protein-coding
clp_H3K4me3_1_peak_2183,chr11,40733592,40734592,+,134,NA,promoter-TSS (NM_013552),promoter-TSS (NM_013552),431,NM_026023,52653,Mm.276504,NM_026023,ENSMUSG00000020328,Nudcd2,-,NudC domain containing 2,protein-coding
clp_H3K4me3_1_peak_9445,chr2,150607984,150608984,+,134,NA,promoter-TSS (NM_001356491),promoter-TSS (NM_001356491),83,NM_001356492,71881,Mm.26599,NM_027977,ENSMUSG00000033096,Apmap,2310001A20Rik|AI314817,adipocyte plasma membrane associated protein,protein-coding
clp_H3K4me3_1_peak_6838,chr17,32787588,32788588,+,134,NA,promoter-TSS (NM_001346705),promoter-TSS (NM_001346705),199,NM_172458,208292,Mm.38813,NM_172458,ENSMUSG00000024298,Zfp871,4732483N19|9030612M13Rik|AI118577|AI265322|mKIAA3006,zinc finger protein 871,protein-coding
clp_H3K4me3_1_peak_5980-2,chr16,5203221,5204221,+,134,NA,"exon (NM_013796, exon 2 of 10)","exon (NM_013796, exon 2 of 10)",291,NR_027804,27426,Mm.215641,NM_013796,ENSMUSG00000023143,Nagpa,AI596180|UCE,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,protein-coding
clp_H3K4me3_1_peak_2304,chr11,54786585,54787585,+,134,NA,"intron (NM_178626, intron 1 of 5)",CpG,618,NM_178626,72729,Mm.29476,NM_178626,ENSMUSG00000052298,Cdc42se2,2810404F18Rik|AA408783|AA536669|SPEC2,CDC42 small effector 2,protein-coding
clp_H3K4me3_1_peak_7235,chr17,72836534,72837534,+,134,NA,promoter-TSS (NM_001357368),promoter-TSS (NM_001357368),406,NM_027166,383295,Mm.277533,NM_027166,ENSMUSG00000039770,Ypel5,2310076K21Rik|CGI-127,yippee like 5,protein-coding
clp_H3K4me3_1_peak_9445-2,chr2,150607984,150608984,+,134,NA,promoter-TSS (NM_001356491),promoter-TSS (NM_001356491),83,NM_001356492,71881,Mm.26599,NM_027977,ENSMUSG00000033096,Apmap,2310001A20Rik|AI314817,adipocyte plasma membrane associated protein,protein-coding
clp_H3K4me3_1_peak_15780,chr9,15044624,15045624,+,134,NA,"5' UTR (NM_019482, exon 1 of 5)","5' UTR (NM_019482, exon 1 of 5)",354,NM_019482,55991,Mm.142253,NM_019482,ENSMUSG00000031934,Panx1,AI847747,pannexin 1,protein-coding
clp_H3K4me3_1_peak_5017,chr14,57745253,57746253,+,134,NA,"intron (NM_015771, intron 1 of 7)",CpG,370,NM_015771,50523,Mm.347899,NM_015771,ENSMUSG00000021959,Lats2,4932411G09Rik|AV277261|AW228608,large tumor suppressor 2,protein-coding
clp_H3K4me3_1_peak_3765,chr12,85338753,85339753,+,134,NA,"5' UTR (NM_145138, exon 1 of 22)","5' UTR (NM_145138, exon 1 of 22)",109,NM_145138,217718,Mm.29071,NM_145138,ENSMUSG00000034290,Nek9,C130021H08Rik,NIMA (never in mitosis gene a)-related expressed kinase 9,protein-coding
clp_H3K4me3_1_peak_6622,chr17,23673144,23674144,+,134,NA,promoter-TSS (NM_181821),promoter-TSS (NM_181821),36,NM_181821,353502,Mm.359030,NM_181821,ENSMUSG00000023904,Hcfc1r1,HPIP,host cell factor C1 regulator 1 (XPO1-dependent),protein-coding
clp_H3K4me3_1_peak_8321,chr19,46003209,46004209,+,134,NA,"exon (NM_176785, exon 1 of 1)","exon (NM_176785, exon 1 of 1)",231,NM_176785,20170,Mm.101110,NM_176785,ENSMUSG00000074811,Hps6,5330434M19Rik|BLOC2|ru,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3",protein-coding
clp_H3K4me3_1_peak_8940-2,chr2,69861401,69862401,+,134,NA,"intron (NM_009278, intron 1 of 11)",CpG,339,NM_009278,20823,Mm.10508,NM_009278,ENSMUSG00000068882,Ssb,SS-B,Sjogren syndrome antigen B,protein-coding
clp_H3K4me3_1_peak_8940,chr2,69861401,69862401,+,134,NA,"intron (NM_009278, intron 1 of 11)",CpG,339,NM_009278,20823,Mm.10508,NM_009278,ENSMUSG00000068882,Ssb,SS-B,Sjogren syndrome antigen B,protein-coding
clp_H3K4me3_1_peak_5980,chr16,5203221,5204221,+,134,NA,"exon (NM_013796, exon 2 of 10)","exon (NM_013796, exon 2 of 10)",291,NR_027804,27426,Mm.215641,NM_013796,ENSMUSG00000023143,Nagpa,AI596180|UCE,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,protein-coding
clp_H3K4me3_1_peak_3086,chr11,104468563,104469563,+,134,NA,promoter-TSS (NM_001359634),promoter-TSS (NM_001359634),-202,NM_001359634,76719,Mm.136418,NM_001081045,ENSMUSG00000018412,Kansl1,1700081L11Rik|9430041J06Rik|mKIAA1267,KAT8 regulatory NSL complex subunit 1,protein-coding
clp_H3K4me3_1_peak_16046,chr9,53536778,53537778,+,134,NA,promoter-TSS (NM_007499),promoter-TSS (NM_007499),231,NM_001081152,244879,Mm.116713,NM_001081152,ENSMUSG00000033054,Npat,6820401K01|AI427561|BB112559,nuclear protein in the AT region,protein-coding
clp_H3K4me3_1_peak_10728,chr4,34550941,34551941,+,134,NA,"intron (NM_001007589, intron 1 of 4)","intron (NM_001007589, intron 1 of 4)",826,NM_001007589,433693,Mm.389532,NM_026019,ENSMUSG00000028291,Akirin2,2700059D21Rik|AA114675|AA522011|AU019887|Akirin-2,akirin 2,protein-coding
clp_H3K4me3_1_peak_4887,chr14,46831524,46832524,+,133,NA,promoter-TSS (NM_001360455),promoter-TSS (NM_001360455),-110,NM_001360455,68755,Mm.343809,NM_026832,ENSMUSG00000055128,Cgrrf1,1110038G02Rik|1810009H17Rik|CGR19,cell growth regulator with ring finger domain 1,protein-coding
clp_H3K4me3_1_peak_8475,chr2,10079336,10080336,+,133,NA,promoter-TSS (NM_025280),promoter-TSS (NM_025280),674,NM_001112738,11949,Mm.12677,NM_020615,ENSMUSG00000025781,Atp5c1,1700094F02Rik|Atp5f1c,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",protein-coding
clp_H3K4me3_1_peak_11492,chr4,137356726,137357726,+,133,NA,"intron (NM_009861, intron 1 of 5)",CpG,533,NM_009861,12540,Mm.1022,NM_009861,ENSMUSG00000006699,Cdc42,AI747189|AU018915,cell division cycle 42,protein-coding
clp_H3K4me3_1_peak_860-2,chr1,171411529,171412529,+,133,NA,"intron (NM_009480, intron 1 of 9)","intron (NM_009480, intron 1 of 9)",348,NM_009480,22278,Mm.8,NM_009480,ENSMUSG00000026641,Usf1,bHLHb11,upstream transcription factor 1,protein-coding
clp_H3K4me3_1_peak_1585,chr10,80899985,80900985,+,133,NA,TTS (NM_001347140),TTS (NM_001347140),484,NM_013895,30055,Mm.142132,NM_013895,ENSMUSG00000020219,Timm13,D10Ertd378e|Tim9|Timm9,translocase of inner mitochondrial membrane 13,protein-coding
clp_H3K4me3_1_peak_6099-2,chr16,20498576,20499576,+,133,NA,"exon (NM_172265, exon 1 of 16)","exon (NM_172265, exon 1 of 16)",259,NM_172265,224045,Mm.233855,NM_172265,ENSMUSG00000003235,Eif2b5,C81315,"eukaryotic translation initiation factor 2B, subunit 5 epsilon",protein-coding
clp_H3K4me3_1_peak_2656,chr11,78301483,78302483,+,133,NA,"exon (NM_017407, exon 2 of 24)","exon (NM_017407, exon 2 of 24)",392,NM_017407,54141,Mm.24250,NM_017407,ENSMUSG00000002055,Spag5,AI874642|D11Bhm180e|Deepest|MAP126|Mastrin|S17,sperm associated antigen 5,protein-coding
clp_H3K4me3_1_peak_13898,chr7,25219025,25220025,+,133,NA,"intron (NM_207677, intron 1 of 4)",CpG,334,NM_207677,67379,Mm.280594,NM_026117,ENSMUSG00000054499,Dedd2,2410050E11Rik|FLAME-3,death effector domain-containing DNA binding protein 2,protein-coding
clp_H3K4me3_1_peak_8475-2,chr2,10079336,10080336,+,133,NA,promoter-TSS (NM_025280),promoter-TSS (NM_025280),674,NM_001112738,11949,Mm.12677,NM_020615,ENSMUSG00000025781,Atp5c1,1700094F02Rik|Atp5f1c,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",protein-coding
clp_H3K4me3_1_peak_860,chr1,171411529,171412529,+,133,NA,"intron (NM_009480, intron 1 of 9)","intron (NM_009480, intron 1 of 9)",348,NM_009480,22278,Mm.8,NM_009480,ENSMUSG00000026641,Usf1,bHLHb11,upstream transcription factor 1,protein-coding
clp_H3K4me3_1_peak_13410,chr6,115601841,115602841,+,133,NA,"intron (NM_023290, intron 1 of 7)","intron (NM_023290, intron 1 of 7)",403,NM_023290,67027,Mm.101316,NM_023290,ENSMUSG00000000439,Mkrn2,2610002L04Rik|C81377,"makorin, ring finger protein, 2",protein-coding
clp_H3K4me3_1_peak_13112,chr6,56714821,56715821,+,133,NA,"intron (NM_030235, intron 1 of 15)",CpG,416,NM_030235,78937,Mm.105343,NM_030235,ENSMUSG00000029787,Avl9,5830411G16Rik|D730049P16Rik|mKIAA0241,AVL9 cell migration associated,protein-coding
clp_H3K4me3_1_peak_11206,chr4,120569731,120570731,+,133,NA,promoter-TSS (NM_016748),promoter-TSS (NM_016748),45,NM_016748,51797,Mm.1815,NM_016748,ENSMUSG00000028633,Ctps,Ctps1,cytidine 5'-triphosphate synthase,protein-coding
clp_H3K4me3_1_peak_10667,chr4,11485841,11486841,+,133,NA,"intron (NM_001081183, intron 1 of 24)","intron (NM_001081183, intron 1 of 24)",383,NM_001347055,66185,Mm.331487,NM_001081183,ENSMUSG00000040720,Virma,1110037F02Rik|4930422M05Rik|Kiaa1429|mKIAA1429,vir like m6A methyltransferase associated,protein-coding
clp_H3K4me3_1_peak_6099,chr16,20498576,20499576,+,133,NA,"exon (NM_172265, exon 1 of 16)","exon (NM_172265, exon 1 of 16)",259,NM_172265,224045,Mm.233855,NM_172265,ENSMUSG00000003235,Eif2b5,C81315,"eukaryotic translation initiation factor 2B, subunit 5 epsilon",protein-coding
clp_H3K4me3_1_peak_9756,chr2,181601127,181602127,+,133,NA,"intron (NM_133701, intron 1 of 20)","intron (NM_133701, intron 1 of 20)",308,NM_133701,68879,Mm.292001,NM_133701,ENSMUSG00000002455,Prpf6,1190003A07Rik|2610031L17Rik|ANT-1|U5-102K,pre-mRNA splicing factor 6,protein-coding
clp_H3K4me3_1_peak_11492-2,chr4,137356726,137357726,+,133,NA,"intron (NM_009861, intron 1 of 5)",CpG,533,NM_009861,12540,Mm.1022,NM_009861,ENSMUSG00000006699,Cdc42,AI747189|AU018915,cell division cycle 42,protein-coding
clp_H3K4me3_1_peak_9794,chr3,14533750,14534750,+,133,NA,"intron (NM_001163580, intron 1 of 18)","intron (NM_001163580, intron 1 of 18)",462,NM_001163580,71710,Mm.257449,NM_028915,ENSMUSG00000027550,Lrrcc1,1200008A14Rik|4932441F23Rik|AI195358|AI447421,leucine rich repeat and coiled-coil domain containing 1,protein-coding
clp_H3K4me3_1_peak_5570,chr15,76948244,76949244,+,132,NA,"exon (NM_001347540, exon 2 of 5)","exon (NM_001347540, exon 2 of 5)",483,NM_054099,117171,Mm.322968,NM_054099,ENSMUSG00000063236,1110038F14Rik,-,RIKEN cDNA 1110038F14 gene,protein-coding
clp_H3K4me3_1_peak_6789,chr17,29346795,29347795,+,132,NA,promoter-TSS (NM_001357763),promoter-TSS (NM_001357763),32,NM_001357762,56462,Mm.3224,NM_019880,ENSMUSG00000024012,Mtch1,2310034O17Rik|AI255158|AU018396|C77849|PSAP,mitochondrial carrier 1,protein-coding
clp_H3K4me3_1_peak_9262,chr2,122147427,122148427,+,132,NA,"intron (NM_009735, intron 1 of 3)","intron (NM_009735, intron 1 of 3)",240,NM_009735,12010,Mm.163,NM_009735,ENSMUSG00000060802,B2m,Ly-m11|beta2-m|beta2m,beta-2 microglobulin,protein-coding
clp_H3K4me3_1_peak_15924,chr9,37488916,37489916,+,132,NA,promoter-TSS (NM_146222),promoter-TSS (NM_146222),95,NM_146222,235184,Mm.127892,NM_146222,ENSMUSG00000042138,Msantd2,2810450G17Rik|9530092B10Rik,Myb/SANT-like DNA-binding domain containing 2,protein-coding
clp_H3K4me3_1_peak_16089,chr9,57130384,57131384,+,132,NA,"exon (NM_028636, exon 1 of 26)","exon (NM_028636, exon 1 of 26)",107,NM_028636,73744,Mm.30110,NM_028636,ENSMUSG00000032295,Man2c1,1110025H24Rik,"mannosidase, alpha, class 2C, member 1",protein-coding
clp_H3K4me3_1_peak_5503,chr15,74708707,74709707,+,132,NA,promoter-TSS (NR_033197),promoter-TSS (NR_033197),46,NR_033197,66769,Mm.482908,NM_025756,ENSMUSG00000044276,4933427E11Rik,-,RIKEN cDNA 4933427E11 gene,ncRNA
clp_H3K4me3_1_peak_12565,chr5,129886365,129887365,+,132,NA,"intron (NM_024166, intron 1 of 3)",ID_B1|SINE|B4,605,NM_024166,14004,Mm.30133,NM_024166,ENSMUSG00000070493,Chchd2,AL033347|Etohi6,coiled-coil-helix-coiled-coil-helix domain containing 2,protein-coding
clp_H3K4me3_1_peak_6616,chr17,23563403,23564403,+,132,NA,"non-coding (NR_126484, exon 2 of 2)","non-coding (NR_126484, exon 2 of 2)",323,NM_001033496,449521,Mm.268582,NM_001033496,ENSMUSG00000071256,Zfp213,BC038178|D17Ertd197e,zinc finger protein 213,protein-coding
clp_H3K4me3_1_peak_8024,chr19,8967158,8968158,+,132,NA,"intron (NM_026007, intron 1 of 9)","intron (NM_026007, intron 1 of 9)",617,NM_026007,67160,Mm.247762,NM_026007,ENSMUSG00000071644,Eef1g,2610301D06Rik|AA407312|EF1G,eukaryotic translation elongation factor 1 gamma,protein-coding
clp_H3K4me3_1_peak_14513,chr7,105743678,105744678,+,132,NA,TTS (NM_009906),TTS (NM_009906),160,NM_020024,24075,Mm.274846,NM_020024,ENSMUSG00000043866,Taf10,30kDa|AU041226|TAFII30|Taf2h,TATA-box binding protein associated factor 10,protein-coding
clp_H3K4me3_1_peak_12571,chr5,130023591,130024591,+,132,NA,"5' UTR (NM_133768, exon 2 of 17)","5' UTR (NM_133768, exon 2 of 17)",290,NM_133768,109900,Mm.23869,NM_133768,ENSMUSG00000025533,Asl,2510006M18Rik|ASAL,argininosuccinate lyase,protein-coding
clp_H3K4me3_1_peak_6826,chr17,32349721,32350721,+,132,NA,"intron (NM_017476, intron 1 of 13)","intron (NM_017476, intron 1 of 13)",356,NM_017476,54194,Mm.281005,NM_017476,ENSMUSG00000002625,Akap8l,HAP95|Nakap95,A kinase (PRKA) anchor protein 8-like,protein-coding
clp_H3K4me3_1_peak_6871,chr17,33929400,33930400,+,132,NA,promoter-TSS (NM_009059),promoter-TSS (NM_009059),6,NM_009059,19732,Mm.43777,NM_009059,ENSMUSG00000041354,Rgl2,KE1.5|Rab2l|Rgt2|Rlf,ral guanine nucleotide dissociation stimulator-like 2,protein-coding
clp_H3K4me3_1_peak_9146,chr2,109890510,109891510,+,132,NA,"intron (NM_011699, intron 1 of 4)",CpG,132,NM_011699,22343,Mm.235300,NM_011699,ENSMUSG00000027162,Lin7c,9130007B12Rik|AI303698|AU019331|AW125731|D2Ertd520e|LIN-7-C|LIN-7C|MALS-3|Veli3,lin-7 homolog C (C. elegans),protein-coding
clp_H3K4me3_1_peak_15924-2,chr9,37488916,37489916,+,132,NA,promoter-TSS (NM_146222),promoter-TSS (NM_146222),95,NM_146222,235184,Mm.127892,NM_146222,ENSMUSG00000042138,Msantd2,2810450G17Rik|9530092B10Rik,Myb/SANT-like DNA-binding domain containing 2,protein-coding
clp_H3K4me3_1_peak_9288,chr2,125673023,125674023,+,132,NA,"exon (NM_025613, exon 1 of 1)","exon (NM_025613, exon 1 of 1)",423,NM_025613,58521,Mm.425101,NM_025613,ENSMUSG00000091337,Eid1,2610002K20Rik|Cri1|EID-1|ORF12|PNAS-22|PTD014,EP300 interacting inhibitor of differentiation 1,protein-coding
clp_H3K4me3_1_peak_16360,chr9,95510919,95511919,+,132,NA,"intron (NM_001357974, intron 1 of 27)",CpG,577,NM_001357975,67958,Mm.292742,NM_026476,ENSMUSG00000032407,U2surp,2610101N10Rik|AU023006|Sr140,U2 snRNP-associated SURP domain containing,protein-coding
clp_H3K4me3_1_peak_13324,chr6,91684171,91685171,+,132,NA,"intron (NM_009320, intron 1 of 14)","intron (NM_009320, intron 1 of 14)",604,NM_009320,21366,Mm.395650,NM_009320,ENSMUSG00000030096,Slc6a6,AA589629|C80501|Taut,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",protein-coding
clp_H3K4me3_1_peak_2429,chr11,64078998,64079998,+,132,NA,promoter-TSS (NM_178379),promoter-TSS (NM_178379),14,NR_033780,66456,Mm.124828,NR_033780,ENSMUSG00000087497,2810001G20Rik,AW045514,RIKEN cDNA 2810001G20 gene,ncRNA
clp_H3K4me3_1_peak_14723,chr7,127745336,127746336,+,132,NA,promoter-TSS (NM_172748),promoter-TSS (NM_172748),-939,NM_172748,233902,Mm.259353,NM_172748,ENSMUSG00000030811,Fbxl19,6030430O11|BC059812|Fbl19,F-box and leucine-rich repeat protein 19,protein-coding
clp_H3K4me3_1_peak_254,chr1,59236494,59237494,+,132,NA,promoter-TSS (NM_001159948),promoter-TSS (NM_001159948),99,NM_001159948,74018,Mm.272078,NM_028717,ENSMUSG00000026024,Als2,3222402C23Rik|9430073A21Rik|Als2cr6|Alsin|mKIAA1563,alsin Rho guanine nucleotide exchange factor,protein-coding
clp_H3K4me3_1_peak_2429-2,chr11,64078998,64079998,+,132,NA,promoter-TSS (NM_178379),promoter-TSS (NM_178379),14,NR_033780,66456,Mm.124828,NR_033780,ENSMUSG00000087497,2810001G20Rik,AW045514,RIKEN cDNA 2810001G20 gene,ncRNA
clp_H3K4me3_1_peak_1565,chr10,80560813,80561813,+,132,NA,"exon (NM_025852, exon 1 of 15)","exon (NM_025852, exon 1 of 15)",247,NM_025852,66932,Mm.1116,NM_025852,ENSMUSG00000047417,Rexo1,1700021P10Rik|2610511M11Rik|AW050347|EloA-BP1|Rex1|Tceb3bp1,"REX1, RNA exonuclease 1",protein-coding
clp_H3K4me3_1_peak_6127,chr16,23107856,23108856,+,131,NA,promoter-TSS (NR_030705),promoter-TSS (NR_030705),-597,NR_030705,100216532,,NR_030705,ENSMUSG00000088524,Snord2,-,"small nucleolar RNA, C/D box 2",snoRNA
clp_H3K4me3_1_peak_15859,chr9,22225263,22226263,+,131,NA,promoter-TSS (NR_028420),promoter-TSS (NR_028420),51,NM_001164624,235047,Mm.290849,NM_172763,ENSMUSG00000057982,Zfp809,BB114266|C330026E23,zinc finger protein 809,protein-coding
clp_H3K4me3_1_peak_9531,chr2,155955918,155956918,+,131,NA,promoter-TSS (NM_177217),promoter-TSS (NM_177217),-140,NM_001129999,16328,Mm.288729,NM_008383,ENSMUSG00000038241,Cep250,AW490617|B230210E21Rik|Cep2|Inmp,centrosomal protein 250,protein-coding
clp_H3K4me3_1_peak_812,chr1,167393601,167394601,+,131,NA,promoter-TSS (NM_025569),promoter-TSS (NM_025569),-260,NM_025569,66447,Mm.218286,NM_025569,ENSMUSG00000026688,Mgst3,2010012L10Rik|2010306B17Rik|2700004G04Rik|AA516734|GST-III,microsomal glutathione S-transferase 3,protein-coding
clp_H3K4me3_1_peak_10031,chr3,79591164,79592164,+,131,NA,"intron (NM_001356326, intron 1 of 10)",CpG,327,NM_001356326,67738,Mm.295252,NM_026352,ENSMUSG00000027804,Ppid,4930564J03Rik|CYP-40|Ppidl,peptidylprolyl isomerase D (cyclophilin D),protein-coding
clp_H3K4me3_1_peak_12846,chr6,6955860,6956860,+,131,NA,"intron (NM_001077713, intron 1 of 1)","intron (NM_001077713, intron 1 of 1)",342,NM_001077713,71238,Mm.389086,NM_001077713,ENSMUSG00000042505,Sdhaf3,0610005M07Rik|4933430A16Rik|Acn9,succinate dehydrogenase complex assembly factor 3,protein-coding
clp_H3K4me3_1_peak_2485,chr11,69671345,69672345,+,131,NA,"intron (NM_144958, intron 1 of 10)",CpG,578,NM_001159375,13681,Mm.26680,NM_144958,ENSMUSG00000059796,Eif4a1,BM-010|Ddx2a|Eif4,eukaryotic translation initiation factor 4A1,protein-coding
clp_H3K4me3_1_peak_15859-2,chr9,22225263,22226263,+,131,NA,promoter-TSS (NR_028420),promoter-TSS (NR_028420),51,NM_001164624,235047,Mm.290849,NM_172763,ENSMUSG00000057982,Zfp809,BB114266|C330026E23,zinc finger protein 809,protein-coding
clp_H3K4me3_1_peak_10520,chr3,137918107,137919107,+,131,NA,promoter-TSS (NM_019920),promoter-TSS (NM_019920),52,NM_019920,56692,Mm.331392,NM_019920,ENSMUSG00000091512,Lamtor3,AW556229|Map2k1ip1|Mapbp|Mapksp1|Mp1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",protein-coding
clp_H3K4me3_1_peak_6127-2,chr16,23107856,23108856,+,131,NA,promoter-TSS (NR_030705),promoter-TSS (NR_030705),-597,NR_030705,100216532,,NR_030705,ENSMUSG00000088524,Snord2,-,"small nucleolar RNA, C/D box 2",snoRNA
clp_H3K4me3_1_peak_9525,chr2,155592226,155593226,+,131,NA,promoter-TSS (NM_001291111),promoter-TSS (NM_001291111),84,NM_001291111,14854,Mm.252316,NM_008180,ENSMUSG00000027610,Gss,AI314904|GS-A/GS-B|GSH-S,glutathione synthetase,protein-coding
clp_H3K4me3_1_peak_15555,chr8,109778737,109779737,+,131,NA,"intron (NM_009677, intron 1 of 23)",CpG,654,NM_009677,11765,Mm.37210,NM_009677,ENSMUSG00000031731,Ap1g1,AA409002|AU041323|AW551707|Adtg|D8Ertd374e,"adaptor protein complex AP-1, gamma 1 subunit",protein-coding
clp_H3K4me3_1_peak_1179,chr10,23787193,23788193,+,131,NA,promoter-TSS (NM_011295),promoter-TSS (NM_011295),-484,NM_011295,20042,Mm.371846,NM_011295,ENSMUSG00000061983,Rps12,-,ribosomal protein S12,protein-coding
