PeakID (cmd=annotatePeaks.pl clp_nocd8_H3K4me3.txt mm10 -size -500,500)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
clp_H3K4me3_1_peak_16250	chr9	72661511	72662511	+	83	NA	promoter-TSS (NM_010890)	promoter-TSS (NM_010890)	-320	NM_010890	17999	Mm.279923	NM_010890	ENSMUSG00000032216	Nedd4	AA959633|AL023035|AU019897|E430025J12Rik|EG639396|Gm7265|KIAA0093|Nedd4-1|Nedd4a	neural precursor cell expressed, developmentally down-regulated 4	protein-coding
clp_H3K4me3_1_peak_4984	chr14	55603323	55604323	+	83	NA	promoter-TSS (NM_001159418)	promoter-TSS (NM_001159418)	-162	NM_008394	16391	Mm.2032	NM_008394	ENSMUSG00000002325	Irf9	Irf-9|Isgf3g|p48	interferon regulatory factor 9	protein-coding
clp_H3K4me3_1_peak_9760	chr2	181693380	181694380	+	83	NA	promoter-TSS (NM_001291208)	promoter-TSS (NM_001291208)	-70	NM_001291208	56470	Mm.274366	NM_026446	ENSMUSG00000002458	Rgs19	2610042F04Rik|AI324841|AW547781|GAIP	regulator of G-protein signaling 19	protein-coding
clp_H3K4me3_1_peak_7416	chr18	12235664	12236664	+	83	NA	intron (NM_008720, intron 1 of 24)	intron (NM_008720, intron 1 of 24)	222	NM_008720	18145	Mm.3484	NM_008720	ENSMUSG00000024413	Npc1	A430089E03Rik|C85354|D18Ertd139e|D18Ertd723e|lcsd|nmf164|spm	NPC intracellular cholesterol transporter 1	protein-coding
clp_H3K4me3_1_peak_11057	chr4	107179140	107180140	+	83	NA	intron (NM_029565, intron 1 of 7)	intron (NM_029565, intron 1 of 7)	1010	NM_029565	56374	Mm.291192	NM_029565	ENSMUSG00000028618	Tmem59	1110001M20Rik|3110046P06Rik|AI256529|D4Ertd20e|MTDCF1|ORF18	transmembrane protein 59	protein-coding
clp_H3K4me3_1_peak_667	chr1	150393516	150394516	+	83	NA	promoter-TSS (NM_001077237)	promoter-TSS (NM_001077237)	-936	NM_001357579	226499	Mm.222093	NM_145511	ENSMUSG00000006010	Odr4	1810053E15Rik|odr-4	odr4 GPCR localization factor homolog	protein-coding
clp_H3K4me3_1_peak_12221-2	chr5	103754096	103755096	+	83	NA	promoter-TSS (NM_001080798)	promoter-TSS (NM_001080798)	23	NM_001080798	17355	Mm.6949	NM_133919	ENSMUSG00000029313	Aff1	9630032B01Rik|AW319193|Af4|Mllt2h|Rob	AF4/FMR2 family, member 1	protein-coding
clp_H3K4me3_1_peak_5657	chr15	81480939	81481939	+	83	NA	Intergenic	Intergenic	15123	NM_019712	56438	Mm.29405	NM_019712	ENSMUSG00000022400	Rbx1	1500002P15Rik|AA517855|ROC1	ring-box 1	protein-coding
clp_H3K4me3_1_peak_1688	chr10	88503181	88504181	+	83	NA	exon (NM_001146690, exon 1 of 9)	exon (NM_001146690, exon 1 of 9)	289	NR_027477	212862	Mm.288897	NM_144807	ENSMUSG00000060002	Chpt1	-	choline phosphotransferase 1	protein-coding
clp_H3K4me3_1_peak_11503	chr4	138217069	138218069	+	83	NA	intron (NM_001356432, intron 1 of 11)	CpG	442	NM_001356432	15441	Mm.348429	NM_010470	ENSMUSG00000028759	Hp1bp3	Hp1bp74	heterochromatin protein 1, binding protein 3	protein-coding
clp_H3K4me3_1_peak_7691	chr18	66458284	66459284	+	83	NA	exon (NM_021451, exon 1 of 3)	exon (NM_021451, exon 1 of 3)	180	NM_021451	58801	Mm.271878	NM_021451	ENSMUSG00000024521	Pmaip1	Noxa	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding
clp_H3K4me3_1_peak_6746	chr17	27621800	27622800	+	83	NA	intron (NM_019837, intron 1 of 4)	intron (NM_019837, intron 1 of 4)	664	NM_001291046	56409	Mm.144699	NM_019837	ENSMUSG00000024213	Nudt3	1110011B09Rik|AA960325|Dipp|Dipp1	nudix (nucleotide diphosphate linked moiety X)-type motif 3	protein-coding
clp_H3K4me3_1_peak_17002	chrX	135008533	135009533	+	83	NA	5' UTR (NM_175446, exon 1 of 7)	5' UTR (NM_175446, exon 1 of 7)	176	NM_175446	215693	Mm.336238	NM_175446	ENSMUSG00000052676	Zmat1	A230096A06|AW990744|B930008K04Rik	zinc finger, matrin type 1	protein-coding
clp_H3K4me3_1_peak_6155	chr16	30549908	30550908	+	83	NA	exon (NM_172614, exon 1 of 10)	exon (NM_172614, exon 1 of 10)	170	NM_001357413	224090	Mm.241459	NM_172614	ENSMUSG00000022537	Tmem44	1700007N03Rik|9330161C17Rik|B230220N21	transmembrane protein 44	protein-coding
clp_H3K4me3_1_peak_17044	chrX	151095620	151096620	+	83	NA	intron (NR_028392, intron 1 of 3)	intron (NR_028392, intron 1 of 3)	423	NM_175146	69499	Mm.8142	NM_175146	ENSMUSG00000025264	Tsr2	2310007F12Rik	TSR2 20S rRNA accumulation	protein-coding
clp_H3K4me3_1_peak_2315	chr11	55468476	55469476	+	83	NA	promoter-TSS (NM_013716)	promoter-TSS (NM_013716)	-776	NM_013716	27041	Mm.39631	NM_013716	ENSMUSG00000018583	G3bp1	AI849976|B430204O07|C87777|G3bp|mKIAA4115	GTPase activating protein (SH3 domain) binding protein 1	protein-coding
clp_H3K4me3_1_peak_7388	chr18	7625885	7626885	+	83	NA	intron (NM_001081287, intron 1 of 16)	intron (NM_001081287, intron 1 of 16)	478	NM_001081287	75739	Mm.133293	NM_001081287	ENSMUSG00000057440	Mpp7	1110068J02Rik|2810038M04Rik|5430426E14Rik|AI415104|Gm955	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	protein-coding
clp_H3K4me3_1_peak_15840	chr9	21723383	21724383	+	83	NA	intron (NM_001252659, intron 1 of 17)	CpG	307	NM_001252659	16835	Mm.3213	NM_010700	ENSMUSG00000032193	Ldlr	Hlb301	low density lipoprotein receptor	protein-coding
clp_H3K4me3_1_peak_15469	chr8	104340170	104341170	+	83	NA	promoter-TSS (NM_024217)	promoter-TSS (NM_024217)	76	NM_024217	68119	Mm.390108	NM_024217	ENSMUSG00000031875	Cmtm3	9430096L06Rik|AI413895|BNAS2|Cklfsf3	CKLF-like MARVEL transmembrane domain containing 3	protein-coding
clp_H3K4me3_1_peak_12221	chr5	103754096	103755096	+	83	NA	promoter-TSS (NM_001080798)	promoter-TSS (NM_001080798)	23	NM_001080798	17355	Mm.6949	NM_133919	ENSMUSG00000029313	Aff1	9630032B01Rik|AW319193|Af4|Mllt2h|Rob	AF4/FMR2 family, member 1	protein-coding
clp_H3K4me3_1_peak_11066	chr4	107889698	107890698	+	83	NA	exon (NM_001347160, exon 2 of 8)	exon (NM_001347160, exon 2 of 8)	299	NM_028754	74098	Mm.274853	NM_028754	ENSMUSG00000028608	Czib	0610037L13Rik|1110008H16Rik	CXXC motif containing zinc binding protein	protein-coding
clp_H3K4me3_1_peak_12378	chr5	115327285	115328285	+	83	NA	intron (NR_036616, intron 1 of 4)	CpG	608	NM_025573	108014	Mm.287826	NM_025573	ENSMUSG00000029538	Srsf9	25kDa|2610029M16Rik|SRp30c|Sfrs9	serine/arginine-rich splicing factor 9	protein-coding
clp_H3K4me3_1_peak_10209	chr3	95141539	95142539	+	83	NA	intron (NM_027206, intron 1 of 1)	intron (NM_027206, intron 1 of 1)	315	NM_027206	69769	Mm.34368	NM_027206	ENSMUSG00000013707	Tnfaip8l2	1810019A08Rik|AW610835|TIPE2	tumor necrosis factor, alpha-induced protein 8-like 2	protein-coding
clp_H3K4me3_1_peak_1722	chr10	94035678	94036678	+	83	NA	promoter-TSS (NM_001304572)	promoter-TSS (NM_001304572)	177	NM_053072	13998	Mm.269596	NM_053072	ENSMUSG00000020021	Fgd6	AA123052|Etohd4|ZFYVE24	FYVE, RhoGEF and PH domain containing 6	protein-coding
clp_H3K4me3_1_peak_780	chr1	165193378	165194378	+	83	NA	intron (NM_145512, intron 1 of 7)	intron (NM_145512, intron 1 of 7)	555	NM_145512	108735	Mm.288369	NM_145512	ENSMUSG00000040848	Sft2d2	2010005O13Rik|AI506168|AW561909|cI-45	SFT2 domain containing 2	protein-coding
clp_H3K4me3_1_peak_5709	chr15	83463686	83464686	+	83	NA	intron (NM_001159509, intron 1 of 10)	CpG	420	NM_001358643	23970	Mm.23978	NM_011862	ENSMUSG00000016664	Pacsin2	AI197433	protein kinase C and casein kinase substrate in neurons 2	protein-coding
clp_H3K4me3_1_peak_119	chr1	37028817	37029817	+	83	NA	promoter-TSS (NM_001370828)	promoter-TSS (NM_001370828)	4	NM_001370829	70853	Mm.148848	NM_027580	ENSMUSG00000050122	Vwa3b	4921511C04Rik|A230074B11Rik|Gm555	von Willebrand factor A domain containing 3B	protein-coding
clp_H3K4me3_1_peak_9341	chr2	129198528	129199528	+	83	NA	intron (NM_015747, intron 1 of 10)	CpG	255	NM_015747	20515	Mm.272675	NM_015747	ENSMUSG00000027397	Slc20a1	AI607883|Glvr-1|Glvr1	solute carrier family 20, member 1	protein-coding
clp_H3K4me3_1_peak_11046	chr4	106529269	106530269	+	83	NA	Intergenic	Intergenic	-23434	NM_001370848	329909	Mm.32000	NM_001370848		Tmem61	4732441L20Rik	transmembrane protein 61	protein-coding
clp_H3K4me3_1_peak_12233	chr5	104571498	104572498	+	83	NA	intron (NM_001346671, intron 1 of 2)	intron (NM_001346671, intron 1 of 2)	326	NM_001346671	69623	Mm.69919	NM_027142		Zfp33b	2310012P17Rik	zinc finger protein 33B	protein-coding
clp_H3K4me3_1_peak_887	chr1	173878498	173879498	+	83	NA	intron (NM_001170853, intron 2 of 9)	intron (NM_001170853, intron 2 of 9)	1189	NM_001170853	100040462	Mm.463437	NM_001170853	ENSMUSG00000090272	Mndal	Gm2785|Ifi212	myeloid nuclear differentiation antigen like	protein-coding
clp_H3K4me3_1_peak_12091	chr5	74067653	74068653	+	83	NA	intron (NM_177561, intron 1 of 8)	CpG	258	NM_177561	69727	Mm.48795	NM_177561	ENSMUSG00000054814	Usp46	1190009E20Rik|2410018I08Rik|AI451644	ubiquitin specific peptidase 46	protein-coding
clp_H3K4me3_1_peak_6758	chr17	28009054	28010054	+	83	NA	intron (NM_181413, intron 12 of 24)	intron (NM_181413, intron 12 of 24)	71030	NM_001357681	21463	Mm.29758	NM_013687	ENSMUSG00000062859	Tcp11	D17Ken1|Tcp-11	t-complex protein 11	protein-coding
clp_H3K4me3_1_peak_4001	chr13	6647063	6648063	+	83	NA	intron (NM_019703, intron 1 of 21)	intron (NM_019703, intron 1 of 21)	1208	NM_019703	56421	Mm.273874	NM_019703	ENSMUSG00000021196	Pfkp	1200015H23Rik|9330125N24Rik|ATP-PFK|PFK-C|PFK-P	phosphofructokinase, platelet	protein-coding
clp_H3K4me3_1_peak_6866	chr17	33909394	33910394	+	83	NA	promoter-TSS (NR_045146)	promoter-TSS (NR_045146)	293	NM_001199733	13163	Mm.271809	NM_007829	ENSMUSG00000002307	Daxx	-	Fas death domain-associated protein	protein-coding
clp_H3K4me3_1_peak_1449	chr10	75763526	75764526	+	83	NA	5' UTR (NM_172549, exon 1 of 37)	5' UTR (NM_172549, exon 1 of 37)	331	NM_172549	104248	Mm.257404	NM_172549	ENSMUSG00000020196	Cabin1	A330070M20Rik|Cain|Ppp3in	calcineurin binding protein 1	protein-coding
clp_H3K4me3_1_peak_12114	chr5	76868806	76869806	+	83	NA	intron (NM_001163793, intron 8 of 8)	intron (NM_001163793, intron 8 of 8)	28707	NM_001163793	320827	Mm.101504	NM_001163793	ENSMUSG00000036377	C530008M17Rik	2810489J07Rik|4930529A19Rik|4931405B09Rik|Crad|mKIAA1211	RIKEN cDNA C530008M17 gene	protein-coding
clp_H3K4me3_1_peak_1434	chr10	71284717	71285717	+	83	NA	promoter-TSS (NM_145420)	promoter-TSS (NM_145420)	45	NM_145420	216080	Mm.270530	NM_145420	ENSMUSG00000019927	Ube2d1	UBCH5	ubiquitin-conjugating enzyme E2D 1	protein-coding
clp_H3K4me3_1_peak_15541	chr8	108703874	108704874	+	83	NA	Intergenic	Intergenic	-10270	NM_007496	11906	Mm.416972	NM_007496	ENSMUSG00000038872	Zfhx3	A230102L03Rik|Atbf1|Sci|WBP9|mKIAA4228	zinc finger homeobox 3	protein-coding
clp_H3K4me3_1_peak_6537	chr17	12118336	12119336	+	83	NA	promoter-TSS (NM_026644)	promoter-TSS (NM_026644)	-448	NM_026644	68262	Mm.258300	NM_026644	ENSMUSG00000023827	Agpat4	1500003P24Rik	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	protein-coding
clp_H3K4me3_1_peak_5912	chr15	102406048	102407048	+	83	NA	intron (NM_013672, intron 1 of 5)	CpG-5406	232	NM_013672	20683	Mm.4618	NM_013672	ENSMUSG00000001280	Sp1	1110003E12Rik|AA450830|AI845540|Sp1-1	trans-acting transcription factor 1	protein-coding
clp_H3K4me3_1_peak_8972-2	chr2	73484980	73485980	+	83	NA	intron (NM_153138, intron 1 of 7)	intron (NM_153138, intron 1 of 7)	273	NM_001289723	215280	Mm.223504	NM_153138	ENSMUSG00000075284	Wipf1	AI115543|D2Ertd120e|WIP|Waspip	WAS/WASL interacting protein family, member 1	protein-coding
clp_H3K4me3_1_peak_7152	chr17	56506957	56507957	+	83	NA	Intergenic	Intergenic	5026	NM_011483	20834	Mm.76862	NM_011483	ENSMUSG00000044526	Znrf4	1700094M01Rik|Ssrzf1|spzn	zinc and ring finger 4	protein-coding
clp_H3K4me3_1_peak_9601	chr2	164074364	164075364	+	83	NA	intron (NM_021420, intron 1 of 10)	intron (NM_021420, intron 1 of 10)	726	NM_021420	58231	Mm.234472	NM_021420	ENSMUSG00000018209	Stk4	AI447339|AU020804|Kas-2|Mst1|Ysk3	serine/threonine kinase 4	protein-coding
clp_H3K4me3_1_peak_292	chr1	64956206	64957206	+	83	NA	5' UTR (NM_001039493, exon 1 of 8)	5' UTR (NM_001039493, exon 1 of 8)	118	NM_001039493	241075	Mm.239534	NM_175509	ENSMUSG00000051344	Plekhm3	9430067K14Rik|A230102O09Rik|AI449570|DAPR|Plekhm1l	pleckstrin homology domain containing, family M, member 3	protein-coding
clp_H3K4me3_1_peak_7641	chr18	57354478	57355478	+	83	NA	intron (NM_028447, intron 1 of 8)	CpG	245	NM_028447	73137	Mm.29889	NM_028447	ENSMUSG00000024594	Prrc1	1190002C06Rik|2310058D16Rik|3110038B19Rik|9430085A19Rik	proline-rich coiled-coil 1	protein-coding
clp_H3K4me3_1_peak_16917	chrX	99042383	99043383	+	83	NA	intron (NM_199018, intron 1 of 13)	CpG	302	NM_199018	236920	Mm.236928	NM_199018	ENSMUSG00000031216	Stard8	Dlc3|mKIAA0189	START domain containing 8	protein-coding
clp_H3K4me3_1_peak_6568	chr17	17293638	17294638	+	83	NA	promoter-TSS (NM_001324550)	promoter-TSS (NM_001324550)	-305	NM_001324550	100862203	Mm.484235	NM_001324550		Gm6712	EG626854	predicted gene 6712	protein-coding
clp_H3K4me3_1_peak_8518	chr2	18063596	18064596	+	83	NA	promoter-TSS (NM_001252560)	promoter-TSS (NM_001252560)	-489	NR_045538	17354	Mm.209175	NM_010804	ENSMUSG00000026743	Mllt10	Af10|B130021D15Rik|D630001B22Rik|mKIAA4140	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	protein-coding
clp_H3K4me3_1_peak_15665	chr8	122567180	122568180	+	83	NA	promoter-TSS (NM_026014)	promoter-TSS (NM_026014)	-335	NM_026014	67177	Mm.21873	NM_026014	ENSMUSG00000006585	Cdt1	2610318F11Rik|AW545653|C76791|DUP|Ris2	chromatin licensing and DNA replication factor 1	protein-coding
clp_H3K4me3_1_peak_15697	chr8	123859292	123860292	+	83	NA	intron (NM_028536, intron 1 of 3)	CpG-14647	417	NM_028536	73420	Mm.157746	NM_028536	ENSMUSG00000031971	Ccsap	1700054N08Rik|AI853424	centriole, cilia and spindle associated protein	protein-coding
clp_H3K4me3_1_peak_7006	chr17	44776344	44777344	+	83	NA	promoter-TSS (NM_178652)	promoter-TSS (NM_178652)	-322	NM_178652	109115	Mm.431327	NM_178652	ENSMUSG00000038954	Supt3	2310066G22Rik|AI315192|SPT3|SPT3L|Supt3h	suppressor of Ty 3	protein-coding
clp_H3K4me3_1_peak_6141	chr16	26581442	26582442	+	83	NA	intron (NR_152416, intron 1 of 12)	intron (NR_152416, intron 1 of 12)	237	NM_001159317	16180	Mm.253424	NM_008364	ENSMUSG00000022514	Il1rap	6430709H04Rik|AI255955|AV239853|IL-1RAcP	interleukin 1 receptor accessory protein	protein-coding
clp_H3K4me3_1_peak_14692	chr7	127217662	127218662	+	83	NA	exon (NM_017461, exon 2 of 11)	exon (NM_017461, exon 2 of 11)	283	NM_017461	54204	Mm.18	NM_017461	ENSMUSG00000000486	Sept1	Diff6|Pnutl3	septin 1	protein-coding
clp_H3K4me3_1_peak_3959	chr12	113140133	113141133	+	83	NA	promoter-TSS (NM_001347443)	promoter-TSS (NM_001347443)	28	NM_001347443	68337	Mm.133825	NM_024223	ENSMUSG00000006356	Crip2	0610010I23Rik|AW743261|C77570|CRP2|CRP4|Crp|ESP1|Hlp	cysteine rich protein 2	protein-coding
clp_H3K4me3_1_peak_8404	chr19	57360776	57361776	+	83	NA	promoter-TSS (NR_040316)	promoter-TSS (NR_040316)	267	NM_145505	226252	Mm.358870	NM_145505	ENSMUSG00000033478	Fam160b1	AI450540|mKIAA1600	family with sequence similarity 160, member B1	protein-coding
clp_H3K4me3_1_peak_9554	chr2	156886465	156887465	+	83	NA	5' UTR (NM_029983, exon 1 of 8)	5' UTR (NM_029983, exon 1 of 8)	256	NM_029983	77799	Mm.29264	NM_029983	ENSMUSG00000027636	Sla2	A930009E21Rik|AI430952|SLAP-2|SLAP2	Src-like-adaptor 2	protein-coding
clp_H3K4me3_1_peak_8518-2	chr2	18063596	18064596	+	83	NA	promoter-TSS (NM_001252560)	promoter-TSS (NM_001252560)	-489	NR_045538	17354	Mm.209175	NM_010804	ENSMUSG00000026743	Mllt10	Af10|B130021D15Rik|D630001B22Rik|mKIAA4140	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	protein-coding
clp_H3K4me3_1_peak_871	chr1	172082567	172083567	+	83	NA	promoter-TSS (NM_021607)	promoter-TSS (NM_021607)	-318	NM_021607	59287	Mm.218203	NM_021607	ENSMUSG00000003458	Ncstn	9430068N19Rik|AA727311|Aph2|D1Dau13e|Kiaa0253|Nct|mKIAA0253	nicastrin	protein-coding
clp_H3K4me3_1_peak_6207	chr16	35363145	35364145	+	83	NA	intron (NM_133704, intron 1 of 6)	CpG	273	NM_133704	317717	Mm.259164	NM_133704	ENSMUSG00000034473	Sec22a	1810005C06Rik|Sec22l2	SEC22 homolog A, vesicle trafficking protein	protein-coding
clp_H3K4me3_1_peak_8972	chr2	73484980	73485980	+	83	NA	intron (NM_153138, intron 1 of 7)	intron (NM_153138, intron 1 of 7)	273	NM_001289723	215280	Mm.223504	NM_153138	ENSMUSG00000075284	Wipf1	AI115543|D2Ertd120e|WIP|Waspip	WAS/WASL interacting protein family, member 1	protein-coding
clp_H3K4me3_1_peak_3278	chr11	119023040	119024040	+	83	NA	intron (NM_007623, intron 2 of 4)	CpG-2898	519	NM_007623	12416	Mm.14547	NM_007623	ENSMUSG00000025577	Cbx2	M33|MOD2|pc	chromobox 2	protein-coding
clp_H3K4me3_1_peak_15517	chr8	106149554	106150554	+	83	NA	promoter-TSS (NM_133792)	promoter-TSS (NM_133792)	-300	NM_133792	192654	Mm.284770	NM_133792	ENSMUSG00000031903	Pla2g15	ACS|C87498|LLPL|Lpla2|Lypla3	phospholipase A2, group XV	protein-coding
clp_H3K4me3_1_peak_15985	chr9	44919865	44920865	+	83	NA	intron (NM_013795, intron 1 of 2)	intron (NM_013795, intron 1 of 2)	377	NM_013795	27425	Mm.14663	NM_013795	ENSMUSG00000038717	Atp5l	4933437C06Rik|Atp5mg	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G	protein-coding
clp_H3K4me3_1_peak_1914	chr10	128096983	128097983	+	83	NA	intron (NM_054078, intron 2 of 29)	CpG	4700	NM_054078	116848	Mm.252213	NM_054078	ENSMUSG00000040054	Baz2a	AA415431|C030005G16Rik|C78388|Tip5|Walp3|mKIAA0314	bromodomain adjacent to zinc finger domain, 2A	protein-coding
clp_H3K4me3_1_peak_8677	chr2	29964751	29965751	+	83	NA	promoter-TSS (NM_001369325)	promoter-TSS (NM_001369325)	-309	NM_001177668	20740	Mm.204969	NM_001076554	ENSMUSG00000057738	Sptan1	2610027H02Rik|Spna-2|Spna2	spectrin alpha, non-erythrocytic 1	protein-coding
clp_H3K4me3_1_peak_760	chr1	162569836	162570836	+	83	NA	promoter-TSS (NM_001356526)	promoter-TSS (NM_001356526)	-179	NM_001356527	53330	Mm.10699	NM_016796	ENSMUSG00000026696	Vamp4	D1Ertd147e|Vamp-4	vesicle-associated membrane protein 4	protein-coding
clp_H3K4me3_1_peak_1796	chr10	116580326	116581326	+	83	NA	promoter-TSS (NM_001359252)	promoter-TSS (NM_001359252)	-290	NM_001359248	72068	Mm.351553	NM_028082	ENSMUSG00000020166	Cnot2	2600016M12Rik|2810470K03Rik|AA537049|AA959607|AW557563|C79650	CCR4-NOT transcription complex, subunit 2	protein-coding
clp_H3K4me3_1_peak_9647	chr2	167101433	167102433	+	83	NA	3' UTR (NM_008420, exon 2 of 2)	3' UTR (NM_008420, exon 2 of 2)	36640	NR_028540	100217443		NR_028540		Snord12	MBII-99	small nucleolar RNA, C/D box 12	snoRNA
clp_H3K4me3_1_peak_16173	chr9	64811332	64812332	+	83	NA	intron (NM_001162917, intron 2 of 34)	CpG-15087	821	NM_001162917	102442	Mm.222473	NM_176935	ENSMUSG00000053641	Dennd4a	AI115600|AI851943|F730015K02Rik	DENN/MADD domain containing 4A	protein-coding
clp_H3K4me3_1_peak_7009	chr17	45432272	45433272	+	83	NA	intron (NM_152810, intron 1 of 15)	intron (NM_152810, intron 1 of 15)	935	NM_152810	71702	Mm.28270	NM_152810	ENSMUSG00000023932	Cdc5l	1200002I02Rik|AA408004|PCDC5RP	cell division cycle 5-like (S. pombe)	protein-coding
clp_H3K4me3_1_peak_2837	chr11	93996488	93997488	+	83	NA	intron (NM_001363157, intron 1 of 29)	intron (NM_001363157, intron 1 of 29)	897	NM_027569	70834	Mm.260737	NM_027569	ENSMUSG00000020859	Spag9	3110018C07Rik|4733401I23Rik|4831406C20Rik|AW552012|JIP-4|JLP|JSAP2|JSAP2a|Jip4|Mapk8ip4|syd1	sperm associated antigen 9	protein-coding
clp_H3K4me3_1_peak_16215	chr9	66834044	66835044	+	83	NA	exon (NM_026674, exon 1 of 6)	exon (NM_026674, exon 1 of 6)	162	NM_026674	68318	Mm.284229	NM_026674	ENSMUSG00000053040	Aph1c	0610008A10Rik|APH-1b|Aph1b	aph1 homolog C, gamma secretase subunit	protein-coding
clp_H3K4me3_1_peak_5495	chr15	73090574	73091574	+	83	NA	intron (NM_053068, intron 1 of 2)	intron (NM_053068, intron 1 of 2)	662	NM_053068	93696	Mm.23095	NM_053068	ENSMUSG00000068391	Chrac1	2410152E03Rik|2810406L04Rik|YCL1	chromatin accessibility complex 1	protein-coding
clp_H3K4me3_1_peak_6893	chr17	34197863	34198863	+	83	NA	5' UTR (NM_010724, exon 1 of 6)	5' UTR (NM_010724, exon 1 of 6)	168	NM_010724	16913	Mm.180191	NM_010724	ENSMUSG00000024338	Psmb8	Lmp-7|Lmp7	proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)	protein-coding
clp_H3K4me3_1_peak_276	chr1	61638230	61639230	+	82	NA	promoter-TSS (NM_001081050)	promoter-TSS (NM_001081050)	-94	NM_001081050	72823	Mm.35153	NM_001081050	ENSMUSG00000052062	Pard3b	1810008K04Rik|2010002N16Rik|2810455B10Rik|Als2cr19|PAR3B|PAR3L|PAR3beta	par-3 family cell polarity regulator beta	protein-coding
clp_H3K4me3_1_peak_13438	chr6	117906782	117907782	+	82	NA	promoter-TSS (NM_001166429)	intron (NM_133834, intron 1 of 3)	500	NM_001166431	98758	Mm.422979	NM_133834	ENSMUSG00000042079	Hnrnpf	4833420I20Rik|AA407306|Hnrpf	heterogeneous nuclear ribonucleoprotein F	protein-coding
clp_H3K4me3_1_peak_9968	chr3	59100431	59101431	+	82	NA	intron (NM_173398, intron 1 of 1)	intron (NM_173398, intron 1 of 1)	890	NM_173398	229323	Mm.123648	NM_173398	ENSMUSG00000050075	Gpr171	A630006E05|F730001G15Rik|H963	G protein-coupled receptor 171	protein-coding
clp_H3K4me3_1_peak_8422-2	chr19	60861097	60862097	+	82	NA	promoter-TSS (NM_053198)	promoter-TSS (NM_053198)	-169	NM_053198	94281	Mm.48179	NM_053198	ENSMUSG00000063698	Sfxn4	-	sideroflexin 4	protein-coding
clp_H3K4me3_1_peak_15298	chr8	79398577	79399577	+	82	NA	intron (NM_008539, intron 1 of 6)	CpG	351	NM_008539	17125	Mm.223717	NM_008539	ENSMUSG00000031681	Smad1	AI528653|Mad1|Madh1|Madr1|Mlp1|MusMLP|dwf-A|mMad1	SMAD family member 1	protein-coding
clp_H3K4me3_1_peak_2276	chr11	52346261	52347261	+	82	NA	Intergenic	Intergenic	-14090	NM_011694	22333	Mm.3555	NM_011694	ENSMUSG00000020402	Vdac1	AL033343|Vdac5|mVDAC1|mVDAC5	voltage-dependent anion channel 1	protein-coding
clp_H3K4me3_1_peak_14690	chr7	127195800	127196800	+	82	NA	promoter-TSS (NM_001285907)	promoter-TSS (NM_001285907)	-223	NM_001285906	70233	Mm.28050	NM_027353	ENSMUSG00000042502	Cd2bp2	1500011B02Rik|2410024K20Rik|AW048183	CD2 cytoplasmic tail binding protein 2	protein-coding
clp_H3K4me3_1_peak_2244	chr11	50378313	50379313	+	82	NA	intron (NM_001362532, intron 2 of 12)	intron (NM_001362532, intron 2 of 12)	522	NM_001362530	59013	Mm.21740	NM_021510	ENSMUSG00000007850	Hnrnph1	AI642080|E430005G16Rik|Hnrnph|Hnrph1	heterogeneous nuclear ribonucleoprotein H1	protein-coding
clp_H3K4me3_1_peak_4566	chr13	98814947	98815947	+	82	NA	promoter-TSS (NM_172591)	promoter-TSS (NM_172591)	2	NM_172591	218503	Mm.23928	NM_172591	ENSMUSG00000041685	Fcho2	5832424M12Rik|AA387320	FCH domain only 2	protein-coding
clp_H3K4me3_1_peak_3547	chr12	54985211	54986211	+	82	NA	exon (NM_013815, exon 2 of 27)	exon (NM_013815, exon 2 of 27)	625	NM_013815	217578	Mm.479583	NM_013815	ENSMUSG00000035021	Baz1a	Acf1|B930060C03|BC065123|Gtl5|Wcrf180|cbp146	bromodomain adjacent to zinc finger domain 1A	protein-coding
clp_H3K4me3_1_peak_13506	chr6	124828787	124829787	+	82	NA	promoter-TSS (NM_013538)	promoter-TSS (NM_013538)	197	NM_013700	22225	Mm.3571	NM_013700	ENSMUSG00000038429	Usp5	AA407472|ISOT|ISOT-1|Ucht	ubiquitin specific peptidase 5 (isopeptidase T)	protein-coding
